Rank,Name,Company,Volume,Sides,City,State
355,Jia Ling Li,CENTURY 21 Masters,$95.03M,87,San Francisco,CA
356,Frank Isoldi,Coldwell Banker Realty,$95.02M,56.3,Westfield,NJ
357,David Fetveit,PureWest Christie's International Real Estate,$94.98M,23,Lakeside,MT
358,Brian Tanger,Intero Real Estate Services,$94.90M,18.5,Willow Glen,CA
359,Melanie Sommers,Compass,$94.78M,29,Santa Monica,CA
360,Mark Shannon,Douglas Elliman,$94.69M,40,Fort Lauderdale,FL
361,Laura White,Saunders & Associates,$94.64M,12,Bridgehampton,NY
362,Charlotte Maietto,Douglas Elliman,$94.47M,29,Miami,FL
363,Laura Bryant,Keller Williams,$94.33M,33,Burlingame,CA
364,Christopher Lecca,William Raveis,$94.05M,76,Naples,FL
365,Stephen Sigoloff,Carolwood Estates,$94.00M,7,Beverly Hills,CA
366,Emil Hartoonian,The Agency,$93.86M,25,Calabasas,CA
367,Peter Cowperthwaite,Golden Gate Sotheby's International Realty,$93.80M,13.7,Menlo Park,CA
368,Garrett Reuss,Aspen Snowmass Sotheby's International Realty,$93.59M,14.5,Snowmass Village,CO
369,Dana Johnson,Douglas Elliman,$93.49M,55,Houston,TX
370,Suzy Mills,Compass,$93.43M,66,Nashville,TN
371,Sara Miller,Windermere,$93.27M,52,Sammamish,WA
372,Josh McAdam,"Sotheby's International Realty, Inc.",$92.86M,18,San Francisco,CA
373,Laurie Wing,Summit Sotheby's International Realty,$92.63M,25,Park City,UT
374,Angela Lutzi Dellatore,The Dellatore Real Estate Company,$92.56M,63,Bonita Springs,FL
375,Michele Schuler,Real Residential,$92.54M,44.5,Bellevue,WA
376,Doug Steiny,"Sotheby's International Realty, Inc.",$92.54M,37,Carmel,CA
377,Lori Ivester Jackson,Ivester Jackson | Christie's International Real Estate,$92.27M,29,Cornelius,NC
378,Marcus Wood,Engel & Völkers Park City,$92.02M,23.1,Park City,UT
379,Frank Newbold,"Sotheby's International Realty, Inc.",$92.00M,2,East Hampton,NY
380,Po Wei David Tair,REMAX 1st Choice,$91.88M,80,Great Neck,NY
381,Dawn Maddux,Engel & Völkers Missoula,$91.56M,63,Missoula,MT
382,Jen Winston,Compass,$91.30M,17,Beverly Hills,CA
383,Christine Hazelton,Houlihan Lawrence,$90.91M,57,Rye,NY
384,Wendy Storch,"Sotheby's International Realty, Inc.",$90.55M,34,San Francisco,CA
385,Kerrie Marzot,"Sotheby's International Realty, Inc.",$90.49M,45,Falmouth,MA
386,Max Armour,Compass,$90.42M,16,San Francisco,CA
387,Steve Timperman,Charter One Realty,$90.03M,59,Hilton Head Island,SC
388,Susan Smith,Carolwood Estates,$90.00M,14,Beverly Hills,CA
388,Jonah Wilson,Carolwood Estates,$90.00M,14,Beverly Hills,CA
390,Helena Chen,eXp Realty,$89.91M,43,Medina,WA
391,Jordan Nemirow,Engel & Völkers Aspen,$89.33M,10.5,Aspen,CO
392,Jeremy Johnson,Levin Rinke Realty,$89.19M,29,Pensacola,FL
393,Kristy Leek,REMAX Precision,$89.04M,171,Ankeny,IA
394,Wendy Arriz,"Sotheby's International Realty, Inc.",$89.00M,13,New York,NY
395,Quincy Smith,ERA Matt Fischer Realtor,$88.91M,274,Yuma,AZ
396,Jeffrey Childers,Childers Sotheby's International Realty,$88.87M,39.5,Normandy Beach,NJ
397,Wendy Alper,Julia B. Fee Sotheby's International Realty,$88.83M,25,Rye,NY
398,Jeff Plous,Hatch Realty,$88.77M,77,Denver,CO
399,Linda Sansone,Pacific Sotheby's International Realty,$88.74M,14,Rancho Santa Fe,CA
400,Dovi Ettedgui,SERHANT.,$88.72M,27,Boca Raton,FL
401,Liz Daschbach,Compass,$88.71M,12,Menlo Park,CA
402,Amanda Spatola,Houlihan Lawrence,$88.33M,34,Darien,CT
403,Judson R. Henderson,Callaway Henderson Sotheby's International Realty,$88.15M,36.5,Princeton,NJ
404,Deepti Gupta,Deepti Gupta Real Estate,$88.02M,61,Bothell,WA
405,Dirk Hmura,The Agency Portland,$87.98M,102,Portland,OR
406,Lori Berris,"Sotheby's International Realty, Inc.",$87.81M,40,Beverly Hills,CA
407,Mike Lubin,Brown Harris Stevens,$87.79M,32,New York,NY
408,Nikki Lagouros,Berkshire Hathaway HomeServices PenFed Realty,$87.61M,117,Reston,VA
409,Robert Kendall,Saunders & Associates,$87.33M,12,Bridgehampton,NY
410,Rod Cummings,Saunders & Associates,$87.07M,25,Westhampton Beach,NY
411,Jamie Genser,Coldwell Banker Realty,$87.02M,35.7,Chestnut Hill,MA
412,Frank DiMaggio,The Agency,$86.65M,25,Scottsdale,AZ
413,Debora Kang,Intero Real Estate Services,$86.64M,49.5,Willow Glen,CA
414,Nick Sadek,Nick Sadek Sotheby's International Realty,$86.54M,55.5,Roseville,CA
415,Alison Black,Compass,$86.45M,8,Manhattan,NY
416,Andrew Herrera II,Berkshire Hathaway HomeServices Franciscan Properties,$86.35M,28,San Francisco,CA
417,Angela Kuzma,Keller Williams,$86.22M,248.1,Tucson,AZ
418,Lisa Murphy,Houlihan Lawrence,$86.12M,20,Rye,NY
419,Peter Butler,Carmel Realty Company,$85.83M,20,Pebble Beach,CA
420,Liza Caminiti,Ivester Jackson | Christie's International Real Estate,$85.38M,44.5,Charlotte,NC
421,Bachir Oueida,Douglas Elliman,$85.29M,7,Beverly Hills,CA
422,Nick Toon,RETSY,$85.02M,15,Scottsdale,AZ
423,Eric Fischer-Colbrie,Intero Real Estate Services,$84.90M,31,Los Altos,CA
424,Anca Mirescu,Douglas Elliman,$84.67M,25,Miami Beach,FL
425,Courtney Jones,Carmel Realty Company,$84.65M,24,Carmel,CA
426,David Curry,Geneva Lakefront Realty,$84.65M,20,Lake Geneva,WI
427,Diane Cookson,Compass,$84.50M,48,Ridgewood,NJ
428,Bobby Sisk,Nestlewood Realty,$84.40M,113,Charlotte,NC
429,Eva Stadelmaier,REMAX Professionals,$84.31M,76,Littleton,CO
430,Elena Price,Coldwell Banker Realty,$84.13M,53.5,Westwood,MA
431,Lynne Morey,Coldwell Banker Realty,$84.10M,81,Plymouth,MA
432,Erik Cavarra,Engel & Völkers Aspen,$84.03M,46.5,Aspen,CO
433,Chandra Kaladhar Vennapusa,eXp Realty,$83.78M,71,Bothell,WA
434,Sharon Ballas,Greenwood King Properties,$83.62M,31,Houston,TX
435,Amanda Bates,Houlihan Lawrence,$83.40M,26,Old Greenwich,CT
436,Julie Pierzak,Coldwell Banker Realty,$83.36M,18.3,Newport Beach,CA
437,Robert Kinlin,Berkshire Hathaway HomeServices Robert Paul Properties,$83.24M,22,Osterville,MA
438,Don Goethals,REMAX Extra Inc,$83.22M,150,Lake Tapps,WA
439,Sarah Howe,Compass,$83.14M,62,Saint Petersburg,FL
440,Jodie Lee,Compass,$83.02M,22,San Diego,CA
441,Katharine Tuckerman,Brown Harris Stevens,$82.96M,35,New York,NY
442,Megan Sullivan,Douglas Elliman,$82.79M,15,Greenwich,CT
443,Elena Sarkissian,Douglas Elliman,$82.68M,20,New York,NY
444,Doron Zwickel,CORE,$82.58M,30,Scarsdale,NY
445,Michelle Schwartz,The Agency,$82.44M,26,Studio City,CA
446,Brian Wilson,Summit Sotheby's International Realty,$82.40M,16.5,Park City,UT
447,Gabby Baca,ERA Sellers & Buyers Real Estate,$82.39M,281.5,El Paso,TX
448,Amanda Miller,Houlihan Lawrence,$82.29M,14,Greenwich,CT
449,Jeffrey Hamilton,Columbus & Over Group,$82.15M,29,Chestnut Hill,MA
450,Eric Altree,Compass,$82.02M,23,San Francisco,CA
451,Lisa Yakulis,Kurfiss Sotheby's International Realty,$81.90M,30.9,Bryn Mawr,PA
452,Laci Buller,Compass,$81.82M,34,Los Angeles,CA
453,Molly Fleming,Compass,$81.75M,40,Solana Beach,CA
454,Sharon Byrne,Howard Hanna Capital,$81.71M,106.5,Saratoga Springs,NY
455,Joseph Pollifrone,Christie's International Real Estate Sereno,$81.46M,16,San Jose,CA
456,Tracey Koorbusch,"Sotheby's International Realty, Inc.",$81.44M,14,Greenwich,CT
457,Michael J. Libow,Compass,$81.38M,23,Beverly Hills,CA
458,Joshua Smith,Howard Hanna Beverly-Hanks Real Estate,$81.28M,45,Asheville,NC
459,Justin Tuinstra,Douglas Elliman,$81.14M,24,New York,NY
460,Robert Drimmer,Compass,$81.08M,99.5,Nashville,TN
461,Michael Okun,"Sotheby's International Realty, Inc.",$81.07M,41,Sherman Oaks,CA
462,Noel Pietsch Shaw,Hawaii Life,$81.00M,13,Hanalei,HI
463,Stacy Haas,Michael Saunders & Company,$80.99M,43,Sarasota,FL
464,Jason Zhou,REMAX Edge,$80.89M,65,Brooklyn,NY
465,Josh Dempsey,Vanguard Properties,$80.81M,22,St. Helena,CA
466,Mike Dunn,Chase International,$80.67M,15,Zephyr Cove,NV
467,Lexi Cerretti,Compass,$80.65M,5,Incline Village,NV
468,Eric Woodward,Ocean Reef Club Sotheby's International Realty,$80.53M,13,Key Largo,FL
469,Chris Iverson,Golden Gate Sotheby's International Realty,$80.51M,8,Menlo Park,CA
470,Taavo Roos,Seabolt Real Estate,$80.47M,60,Savannah,GA
471,Dalton Gomez,Christie's International Real Estate Southern California,$80.37M,13,Beverly Hills,CA
472,Christa Huffstickler,Engel & Völkers Atlanta,$80.36M,129.3,Atlanta,GA
473,Lori Buecheler,Compass,$80.30M,19,Palo Alto,CA
474,Laura DeVita,Julia B. Fee Sotheby's International Realty,$79.98M,26.5,Rye,NY
475,Nancy Jarvis,Daniel Gale Sotheby's International Realty,$79.94M,75.3,Carle Place,NY
476,Jing Hu,Coldwell Banker Realty,$79.94M,47.2,Cupertino,CA
477,Hilary Farnum-Fasth,Corcoran Reverie,$79.89M,26.1,Seagrove Beach,FL
478,Andy Levine,Engel & Völkers Park City,$79.79M,20.4,Park City,UT
479,Dan Dockray,LIV Sotheby's International Realty,$79.57M,17,Telluride,CO
480,Andra O'Neill,@Properties Christie's International Real Estate,$79.55M,46.6,Lake Forest,IL
481,Lonnie Lopez,Russ Lyon Sotheby's International Realty,$79.46M,27,Scottsdale,AZ
482,Karen Baker,Howard Hanna WNY,$79.32M,102.3,Williamsville,NY
483,Jason Pham,Intero Real Estate Services,$79.31M,50.5,Fremont,CA
484,Josh Jerman,Hawaii Life,$79.18M,30,Hanalei,HI
485,Mahmoud Ijbara,Gild Realty,$79.14M,116.5,Clifton,NJ
486,Sheila Bailey,Keller Williams,$79.11M,73,Lakewood,CO
487,Clarke Landry,Briggs Freeman Sotheby's International Realty,$78.97M,16,Dallas,TX
488,Donna Strugatz,SERHANT.,$78.97M,22.6,New York,NY
489,Gregg Phillipson,Keller Williams,$78.96M,86,La Mesa,CA
490,Barbara Gardner,LIV Sotheby's International Realty,$78.91M,22.4,Vail,CO
491,Michael Skea,Ward Wight Sotheby's International Realty,$78.76M,25.5,Spring Lake,NJ
492,Kathy Beck,The Group Real Estate,$78.70M,86.9,Fort Collins,CO
493,Mark Lowham,TTR Sotheby's International Realty,$78.63M,12.2,McLean,VA
494,Cathy Blum,Greenwood King Properties,$78.54M,58,Houston,TX
495,Mandy Kaur,Redfin,$78.51M,116,Germantown,MD
496,Timothy Salm,Jameson Sotheby's International Realty,$78.40M,34,Chicago,IL
497,Barbara Sibley,Ocean Reef Club Sotheby's International Realty,$78.38M,16,Key Largo,FL
498,Lucas Haun,Keller Williams,$78.32M,64.2,Knoxville,TN
499,Cory Green,Compass,$78.27M,80,Lake Forest,IL
500,Brian Schames,Compass,$78.20M,23,Los Angeles,CA
501,Damon Williamson,The Agency Dallas,$78.18M,50.1,Highland Park,TX
502,Matt Dejanovich,Real Estate One,$78.07M,103,Ann Arbor,MI
503,Christine McKenny,Allie Beth Allman & Associates,$78.06M,43,Dallas,TX
504,Dane Soderberg,Compass,$78.00M,41,La Jolla,CA
505,Desiree Zuckerman,Rodeo Realty,$77.88M,37,Calabasas,CA
506,Michelle Marek,Compass,$77.88M,67,The Woodlands,TX
507,Krissy Blake,"Sotheby's International Realty, Inc.",$77.87M,17,Greenwich,CT
508,Chris Pero,Max Broock Realtors,$77.85M,87,Birmingham,MI
509,Michael Schultz,Bespoke Real Estate,$77.70M,10,Water Mill,NY
510,Heather McMaster,Corcoran,$77.64M,50.5,Brooklyn,NY
511,Elio Alanis,Keller Williams Realty Metropolitan,$77.60M,261,Houston,TX
512,John Paul Prebish,William Raveis,$77.53M,19,Naples,FL
513,Chih Hua Kuo,eXp Realty,$77.50M,36,Los Angeles,CA
514,Dominic J Serna,Keller Williams,$77.43M,82,Albuquerque,NM
515,Jamie Wong,REMAX Fine Properties,$77.41M,49,Flagstaff,AZ
516,Daryl Judy,"Washington Fine Properties, LLC",$77.19M,40,Washington,DC
517,Andy Stavros,Douglas Elliman,$77.07M,15,Newport Beach,CA
518,Michael Ciunci,Keller Williams,$77.03M,104,West Chester,PA
519,Jacob Mann,Coldwell Banker Caine,$76.97M,83.5,Greenville,SC
520,Jennil Salazar-Scott,Compass,$76.92M,65,Carmel,IN
521,Colleen Sherlock,Greenwood King Properties,$76.90M,69,Houston,TX
522,Dawn Bodenchak,"Sotheby's International Realty, Inc.",$76.82M,13,Bridgehampton,NY
523,Pam Doyle,Daniel Gale Sotheby's International Realty,$76.73M,46.5,Cold Spring Harbor,NY
524,Maggie Ives,Premier Sotheby's International Realty,$76.62M,22.5,Naples,FL
525,Jenna Kaye,Rodeo Realty,$76.57M,27.3,Westlake Village,CA
526,Emily Beare,CORE,$76.42M,18,New York,NY
527,Jan Shields,Watson Realty Corp.,$76.42M,60.5,Neptune Beach,FL
528,Josie Wang,Brown Harris Stevens,$76.33M,17,South Miami,FL
529,Georgie Berkinshaw,Coldwell Banker Realty,$76.33M,34.7,Annapolis,MD
530,Laura Drammer,Berkshire Hathaway HomeServices California Properties,$76.30M,27,Los Olivos,CA
531,Jennifer Hyland,Corcoran,$76.15M,40,Palm Beach Gardens,FL
532,Margot Wilson,"Washington Fine Properties, LLC",$76.06M,31,Washington,DC
533,Marla Moresi-Valdes,"Sotheby's International Realty, Inc.",$75.99M,33,San Francisco,CA
534,Charles DeLong,HomeSmart,$75.98M,119,Scottsdale,AZ
535,Stephanie Lamarre,Golden Gate Sotheby's International Realty,$75.96M,22,Greenbrae,CA
536,Gregg Larsen,Coldwell Banker Realty,$75.83M,48.2,Wayzata,MN
537,BK Bates,Houlihan Lawrence,$75.83M,20,Greenwich,CT
538,Kristi Ambrosetti,"Sotheby's International Realty, Inc.",$75.67M,27,New York,NY
539,Eric Cohen,Aspen Snowmass Sotheby's International Realty,$75.61M,11,Aspen,CO
540,Patrick (PJ) Bory,Christie's International Aspen Real Estate,$75.58M,7,Aspen,CO
541,Cody Garcia,The Agency,$75.51M,16,Malibu,CA
542,Barbara Leogrande,Douglas Elliman,$75.26M,74,Sayville,NY
543,Roi Klipper,Corcoran Infinity Properties,$75.18M,73,Ridgewood,NJ
544,Linda Freedman,Douglas Elliman,$75.16M,54,Syosset,NY
545,Kris Choo,Coldwell Banker Realty,$75.14M,82.2,Honolulu,HI
546,Daphne Lamsvelt-Pol,"Sotheby's International Realty, Inc.",$75.11M,14,Greenwich,CT
547,Sherry Bucolo,Compass,$75.07M,9,Palo Alto,CA
548,Leslie Jenkins,Russ Lyon Sotheby's International Realty,$75.04M,27.6,Scottsdale,AZ
549,Michael Harper,Coldwell Banker Realty,$74.86M,24.8,Boston,MA
550,Steve Wall,Raleigh Custom Realty,$74.80M,36,Raleigh,NC
551,Mini Kalkat,Intero Real Estate Services,$74.74M,20,Los Altos,CA
552,Britt Klein,"Sotheby's International Realty, Inc.",$74.62M,37,Santa Fe,NM
553,Renee Huseby,John L. Scott Everett,$74.56M,65,Everett,WA
554,Ruthie Ravenel,Daniel Ravenel Sotheby's International Realty,$74.40M,33,Charleston,SC
555,Lori Schiaffino,Compass,$74.36M,11,Bridgehampton,NY
556,Angela Caliger,Surterre Properties,$74.32M,30,Newport Beach,CA
557,Chad Lund,Douglas Elliman,$74.28M,32,Beverly Hills,CA
558,Ryan Ackerman,Coldwell Banker Realty,$74.26M,28,Longboat Key,FL
559,Molly Elliott,Howard Hanna CNY,$74.26M,57.3,Skaneateles,NY
560,Gregory Rowley,Coldwell Banker Schneidmiller Realty,$74.19M,37,Coeur d'Alene,ID
561,Heather Parnass,Engel & Völkers Fort Lauderdale,$74.18M,126,Fort Lauderdale,FL
562,Margaret Wade,Long & Foster Real Estate,$74.18M,59.6,Richmond,VA
563,Michael Harrington,"Sotheby's International Realty, Inc.",$74.17M,17,San Francisco,CA
564,Leslie Bauer,Highrises2homes,$74.16M,18,San Francisco,CA
565,Emil Schneeman,Berkshire Hathaway HomeServices California Properties,$74.09M,22,Pacific Palisades,CA
566,Matt Blake,LIV Sotheby's International Realty,$74.06M,12.7,Vail,CO
567,Sheri Winter Parker,Corcoran,$73.90M,37.4,Cutchogue,NY
568,Elizabeth Harris,Cashiers Sotheby's International Realty,$73.88M,23.5,Cashiers,NC
569,Ryan Elston,Christie's International Aspen Real Estate,$73.75M,2.5,Aspen,CO
570,Adam Sires,Nourmand & Associates,$73.75M,29,Beverly Hills,CA
570,Michael Nourmand,Nourmand & Associates,$73.75M,29,Beverly Hills,CA
572,Teri Adler,MGS Group Real Estate,$73.74M,32,Wellesley,MA
573,Keiley Fuller,Compass,$73.74M,19,Darien,CT
574,Kristin Neithercut,Compass,$73.72M,41,Burbank,CA
575,Ashley J. Farrell,Corcoran,$73.64M,29,Westhampton Beach,NY
576,Jenny Xu,REMAX Masters Realty,$73.62M,50,La Verne,CA
577,Edward Szumski,"Berkshire Hathaway HomeServices Fox & Roach, REALTORS®",$73.48M,42,Spring Lake,NJ
578,Kira Epstein Begal,"Washington Fine Properties, LLC",$73.39M,56,Washington,DC
579,Maria Mendelsohn,Douglas Elliman,$73.35M,18,Wellington,FL
580,Tamara Sherrill,REMAX Alliance,$73.35M,154,Fort Collins,CO
581,Heather Platt,"Sotheby's International Realty, Inc.",$73.33M,6,Greenwich,CT
582,Veronica Klein,Compass,$73.25M,8,Los Angeles,CA
583,Dan Encell,Berkshire Hathaway HomeServices California Properties,$73.25M,20,Montecito,CA
584,Andrew de Vries,Berkshire Hathaway HomeServices Franciscan Properties,$73.23M,70,San Francisco,CA
585,Matthew Paul,Rodeo Realty,$73.18M,10.5,Beverly Hills,CA
586,Gary DePersia,Corcoran,$73.11M,16,East Hampton,NY
587,Joey Duwe,John L. Scott Snohomish,$72.95M,148,Snohomish,WA
588,Annie Zhou,Compass,$72.88M,29,Los Altos,CA
589,Nicole VanParys,Engel & Völkers Westlake Village,$72.86M,20.7,Westlake Village,CA
590,Alexandra Pfeifer,"Sotheby's International Realty, Inc.",$72.84M,16,Beverly Hills,CA
591,Shen Schulz,"Sotheby's International Realty, Inc.",$72.83M,17,Malibu,CA
592,Heidi Marchesotti,Corcoran Icon Properties,$72.78M,33.5,Piedmont,CA
593,Betsy Akers,Atlanta Fine Homes Sotheby's International Realty,$72.67M,23.3,Atlanta,GA
594,Kim Spears,Douglas Elliman,$72.60M,24,Palm Beach,FL
595,Russell Firestone,TTR Sotheby's International Realty,$72.42M,23,Washington,DC
596,Jana Bruce,Compass,$72.40M,40,Houston,TX
597,Marc Noah,"Sotheby's International Realty, Inc.",$72.40M,12,Beverly Hills,CA
598,Neda Vander Stoep,Coldwell Banker Realty,$72.37M,28.3,Boston,MA
599,Frank Sajtar,William Raveis,$72.25M,7,Naples,FL
600,Julian Cohen,Douglas Elliman,$72.25M,5,Miami Beach,FL
601,Lilian (Yan Li) Cai,Block Change Real Estate,$72.25M,27,San Jose,CA
602,Bruce Beni,Lee Real Estate,$72.25M,20,Nantucket,MA
603,Lily Cai Do,Compass,$72.23M,54,Danville,CA
604,Rustom Marciano,REMAX Associates,$72.13M,234,El Paso,TX
605,Alex Zhao,REMAX Masters Realty,$71.99M,53,Chino Hills,CA
606,Annie Williams,"Sotheby's International Realty, Inc.",$71.53M,13,San Francisco,CA
607,Michael Rosenblum,Berkshire Hathaway HomeServices Chicago,$71.27M,41,Chicago,IL
608,Jackson Matson,@Properties Christie's International Real Estate,$71.24M,34,Chicago,IL
609,Jesse Dougherty,Compass,$71.15M,49,Torrance,CA
610,Ingrid Sacerio,The Agency,$71.14M,21,Studio City,CA
611,Zackery Bobo,ERA Sunrise Realty,$71.12M,146,Canton,GA
612,Deborah Needle,Houlihan Lawrence,$71.11M,18,Greenwich,CT
613,Ryan Nickell,ROI Real Estate,$71.02M,42,Santa Clara,CA
614,Greg Simpson,Keller Williams Bay Area Estates,$71.02M,14.8,Los Gatos,CA
615,Sunna Ahmed,Cummings & Co. Realtors,$70.85M,94,Columbia,MD
616,John Forsyth James,Compass,$70.63M,17,Palo Alto,CA
617,Carlos Alvarez,REMAX Total,$70.54M,188,Baton Rouge,LA
618,Poppy Troupe,Coldwell Banker Realty,$70.53M,52.3,Hanover,MA
619,Jacob Dadon,Carolwood Estates,$70.50M,4,Beverly Hills,CA
620,Ted Chen,Redfin,$70.44M,48,Fremont,CA
621,Kevin Patterson,The Patterson Group,$70.38M,54,Colorado Springs,CO
622,Tom Dunn,LIV Sotheby's International Realty,$70.38M,19.3,Vail,CO
623,Mandana Simai,Christie's International Real Estate Sereno,$70.37M,24,Los Altos,CA
624,Michael Kafka,Douglas Elliman,$70.34M,6,New York,NY
625,Lisa Roberts,Russ Lyon Sotheby's International Realty,$70.34M,58,Scottsdale,AZ
626,Christopher Pryor,Carmel Realty Company,$70.33M,13.7,Pebble Beach,CA
627,Matthew Tate,Coldwell Banker Mason Morse,$70.25M,13,Snowmass Village,CO
628,Jessica Branson,Compass,$70.20M,25,San Francisco,CA
629,Serena Conti,Compass,$70.17M,23,Burlingame,CA
630,Daniel Casabonne,"Sotheby's International Realty, Inc.",$70.09M,45,Sonoma,CA
631,Jill Levy,Golden Gate Sotheby's International Realty,$70.06M,26,Napa,CA
632,Dante DiSabato,William Raveis,$70.05M,23,Naples,FL
633,Royce Cablayan,Christie's International Real Estate Sereno,$70.04M,25,Los Altos,CA
634,Madison Blau,IS LUXURY,$69.96M,25,Las Vegas,NV
635,Kerry Oman,Summit Sotheby's International Realty,$69.92M,35.5,Draper,UT
636,Ted Dawson,CENTURY 21 Jackson Hole,$69.92M,12,Jackson,WY
637,Malia Cox Nobrega,LIV Sotheby's International Realty,$69.89M,16,Vail,CO
638,Peter Engen,Lee Real Estate,$69.85M,19,Nantucket,MA
639,Mary Lee,Ocean Reef Club Sotheby's International Realty,$69.84M,10,Key Largo,FL
640,Joan Herlong,Herlong Sotheby's International Realty,$69.67M,47.7,Greenville,SC
641,Yang-Uk Kim,REMAX Tiffany Real Estate,$69.64M,64,Cypress,CA
642,Catherine McGlennon,Engel & Völkers Delray Beach,$69.51M,17,Delray Beach,FL
643,Sebastian Steinau,Corcoran,$69.28M,11,New York,NY
644,Maribel Cribb,Redfin,$69.13M,34,Palo Alto,CA
645,Linda Roche,Howard Hanna CNY,$69.12M,25.8,Skaneateles,NY
646,Kyle Kaagan,Gibson Sotheby's International Realty,$69.04M,32,Boston,MA
647,Vicky Yu,Coldwell Banker Realty,$69.04M,29,San Carlos,CA
648,Will Ott,Berkshire Hathaway HomeServices Utah Properties,$69.01M,23,Park City,UT
649,Courtney M. Brown,Island Sotheby's International Realty,$68.98M,19,Lahaina,HI
650,Chadd Ziegler,Christiania Realty,$68.96M,17.5,Vail,CO
651,Juliana Savoia,Coldwell Banker Realty,$68.93M,19.3,Coral Gables,FL
652,Maya Kadouri,Douglas Elliman,$68.89M,14,New York,NY
653,Lulu Knowlton,eXp Realty,$68.80M,31,Woodland Hills,CA
654,Mara McCain,The Agency,$68.79M,4,Woodside,CA
655,Kristin Nemec,William Pitt Sotheby's International Realty,$68.73M,20.5,Darien,CT
656,Veniamin Bondaruk,REMAX Gold,$68.67M,59,El Dorado Hills,CA
657,Michelle Griffith Brodsky,Douglas Elliman,$68.50M,21,New York,NY
658,Amy Nease,Premier Sotheby's International Realty,$68.48M,23,Bonita Springs,FL
659,Kristy B. Naddell,Douglas Elliman,$68.44M,43,Cutchogue,NY
660,Jamal Noorzoy,Carmel Realty Company,$68.38M,15,Carmel,CA
661,Leo Zhang,REMAX Accord,$68.37M,75,Fremont,CA
662,Jason Gumnitz,REMAX Central,$68.22M,96,Manalapan,NJ
663,Anthony Vetrano,"Weichert, Realtors",$68.17M,71,Hoboken,NJ
664,Bret Maryon,Intero Real Estate Services,$68.15M,28,Los Gatos,CA
665,Dittany Zhang Seltzer,Sunoom Realty,$68.14M,24.6,Los Angeles,CA
666,Charlie Hatter,Monument Sotheby's International Realty,$68.10M,39.9,Baltimore,MD
667,Tina Ciaccio,Michael Saunders & Company,$68.01M,42.5,Lakewood Ranch,FL
